,Datetime,Day Ct,Day Num,Day Trial Ct,Set Ct,Trial Ct,Set Trial Ct,Speculum Type,Spec Ang,Spec Ht,Size,Brand,Material,Material Type,Method,Hand,Opening Distance,Trial Num,mmHg,Filename,Used,Notes,url,Label ID,Ann Ct,Reviews Ct,Open Issues,Skipped,created_at,updated_at,Label Seconds,Created By,Agreement,Benchmark Agreement,Benchmark ID,wd,ht,wd_start,ht_start,wd_rel,ht_rel
122,2022-04-23 16:47:53.952,1,127,26,12,27,2,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,2,40,20220423_164754.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7b93f253-c315-3f35-0ddc-23f1b8841006-20220423_164754.jpg?Expires=1680482401225&KeyName=labelbox-assets-key-3&Signature=STclGq03W_pGL2MQsff3ZQ3ek8E,cl2hvar5305u9108tf35k3rwb,1,0,0.0,False,2022-04-27T17:45:24.000Z,2022-04-27T17:45:44.000Z,4.687,ryerrabelli@gmail.com,-1.0,-1.0,,59.0,333.0,1254.0,1548.0,0.7489361702127659,-0.07073954983922826
123,2022-04-23 16:47:59.136,1,128,26,12,27,2,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,3,80,20220423_164759.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F957bd52b-5ae8-450e-d75a-5f6d356d2bcf-20220423_164759.jpg?Expires=1680482401225&KeyName=labelbox-assets-key-3&Signature=JOtDIycmoD2ACRZku_XFojpEMtM,cl2hvarbw08870z6594hc1ifr,1,0,0.0,False,2022-04-27T17:45:44.000Z,2022-04-27T17:46:09.000Z,4.104,ryerrabelli@gmail.com,-1.0,-1.0,,3.0,291.0,1273.0,1579.0,0.9872340425531915,0.06430868167202575
124,2022-04-23 16:48:02.592,1,129,26,12,27,2,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,4,120,20220423_164803.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe89a7445-61f7-282f-7783-b2fa6895564e-20220423_164803.jpg?Expires=1680482401225&KeyName=labelbox-assets-key-3&Signature=PVWWhdIh6xVte2jVqVnAh1FfwF0,cl2hvb5ss05vy0z8g328fdmmp,1,0,0.0,False,2022-04-27T17:46:08.000Z,2022-04-27T17:46:28.000Z,3.491,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,276.0,1277.0,1597.0,0.9957446808510638,0.112540192926045
125,2022-04-23 16:48:07.776,1,130,26,12,27,2,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,5,160,20220423_164808.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F71dfbb48-64c9-0861-55d4-472562311d99-20220423_164808.jpg?Expires=1680482401225&KeyName=labelbox-assets-key-3&Signature=F65-mI_B24L7M_LywYG1b5HAdwA,cl2hvbl9n05yn0z8g0rszb8do,1,0,0.0,False,2022-04-27T17:46:27.000Z,2022-04-27T17:46:40.000Z,1.681,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,258.0,1275.0,1617.0,0.9957446808510638,0.17041800643086813
126,2022-04-23 16:48:12.096,1,131,26,12,27,2,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,6,200,20220423_164812.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa9a05f80-d06b-e126-d2d7-0719c1197c25-20220423_164812.jpg?Expires=1680482401225&KeyName=labelbox-assets-key-3&Signature=Ecg7lqSZ-f_-TwGQ8i04MLuIg7U,cl2hvc46j05va10a3ddd5ccck,1,0,0.0,False,2022-04-27T17:46:39.000Z,2022-04-27T17:47:10.000Z,0.274,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,233.0,1276.0,1633.0,0.9957446808510638,0.25080385852090037
127,2022-04-23 16:52:44.256,1,132,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,1,0,20220423_165244.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa5a297cc-81b7-5c0e-f8bc-1d419d2b7e41-20220423_165244.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=3PdCsBfSg2qfkaRXzFr5j4gge9g,cl2hvciob03sh107h8uw3f3hf,1,0,0.0,False,2022-04-27T17:47:10.000Z,2022-04-27T17:47:39.000Z,3.045,ryerrabelli@gmail.com,-1.0,-1.0,,248.0,267.0,1181.0,1480.0,0.0,0.0
128,2022-04-23 16:52:51.168,1,133,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,2,40,20220423_165251.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Ff3817b61-28ac-d32b-5e4a-24e45313d42b-20220423_165251.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=xx--Z2_R7dRPutjntN7C4drdwUw,cl2hvcrz708mc0z65g8275lk5,1,0,0.0,False,2022-04-27T17:47:38.000Z,2022-04-27T17:48:06.000Z,1.649,ryerrabelli@gmail.com,-1.0,-1.0,,96.0,298.0,1256.0,1509.0,0.6129032258064516,-0.11610486891385774
129,2022-04-23 16:52:54.624,1,134,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,3,80,20220423_165255.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F8076dcd2-383e-09fd-5d94-167744a2eebb-20220423_165255.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=OqWcXy4zjVNxaDkrtkCKjJYD0y0,cl2hvdfyi061b0zar999l03el,1,0,0.0,False,2022-04-27T17:48:05.000Z,2022-04-27T17:48:18.000Z,1.62,ryerrabelli@gmail.com,-1.0,-1.0,,53.0,265.0,1278.0,1540.0,0.7862903225806451,0.0074906367041198685
130,2022-04-23 16:52:58.944,1,135,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,4,120,20220423_165259.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0cd91d57-c99b-0ef5-f14e-4822bb440337-20220423_165259.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=wGr2qRwVrQaW1t7SvZlxbJpDHkc,cl2hve1h308v60z65fb1k6xrh,1,0,0.0,False,2022-04-27T17:48:17.000Z,2022-04-27T17:48:32.000Z,4.6,ryerrabelli@gmail.com,-1.0,-1.0,,32.0,238.0,1284.0,1563.0,0.8709677419354839,0.10861423220973787
131,2022-04-23 16:53:04.128,1,136,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,5,160,20220423_165304.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F03ac4c63-8f06-03c4-04c9-46abbcc6dae7-20220423_165304.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=TPaCCZDDU1pgdOQOTsCFIy1Hxm8,cl2hvemba06t10z9iaxvg1v64,1,0,0.0,False,2022-04-27T17:48:32.000Z,2022-04-27T17:48:46.000Z,2.925,ryerrabelli@gmail.com,-1.0,-1.0,,12.0,206.0,1295.0,1593.0,0.9516129032258065,0.22846441947565543
132,2022-04-23 16:53:10.176,1,137,27,13,28,2,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.55,6,200,20220423_165310.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F31a1f263-8d08-741a-01d2-2d4a21356e54-20220423_165310.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=cNvi8l9Av0qNcRvEPXpsB32cTkA,cl2hvevjl06vf0z9ighgff2hr,1,0,0.0,False,2022-04-27T17:48:45.000Z,2022-04-27T17:49:19.000Z,3.068,ryerrabelli@gmail.com,-1.0,-1.0,,5.0,184.0,1299.0,1615.0,0.9798387096774194,0.31086142322097376
133,2022-04-23 16:56:09.888,1,138,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,1,0,20220423_165610.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb6e9f6fa-a67a-f53a-4f20-322deadf827e-20220423_165610.jpg?Expires=1680482401226&KeyName=labelbox-assets-key-3&Signature=RlVDXmCfJQX0-m3c4FA6e5VhDsM,cl2hvf73b06qb108t0s0ogxqg,1,0,0.0,False,2022-04-27T17:49:19.000Z,2022-04-27T17:49:35.000Z,0.471,ryerrabelli@gmail.com,-1.0,-1.0,,264.0,343.0,1240.0,1529.0,0.0,0.0
134,2022-04-23 16:56:15.936,1,139,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,2,40,20220423_165616.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7e9deb93-bb31-34f7-6336-76afbff86bcb-20220423_165616.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=4o49m-pKIuTkhc8JIU5rcqRrdI0,cl2hvfhex06f10zar0s5qd0rh,1,0,0.0,False,2022-04-27T17:49:35.000Z,2022-04-27T17:49:46.000Z,0.46,ryerrabelli@gmail.com,-1.0,-1.0,,76.0,362.0,1341.0,1550.0,0.7121212121212122,-0.055393586005831
135,2022-04-23 16:56:21.120,1,140,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,3,80,20220423_165621.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fcef22ac7-9fda-6049-481a-8d5d37fbbc6a-20220423_165621.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=xF3n2qLUmr-GuPYUnZHml7e9yfY,cl2hvg7de06x9108td7kx33q9,1,0,0.0,False,2022-04-27T17:49:46.000Z,2022-04-27T17:49:57.000Z,0.974,ryerrabelli@gmail.com,-1.0,-1.0,,18.0,319.0,1376.0,1589.0,0.9318181818181819,0.06997084548104959
136,2022-04-23 16:56:24.576,1,141,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,4,120,20220423_165625.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb9da67f3-0a20-63a7-13dd-e3ecb4a64a56-20220423_165625.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=enLFDAlBqO4vDXSAEDexBJdVJak,cl2hvgjjo078h0z9ihkr18piu,1,0,0.0,False,2022-04-27T17:49:57.000Z,2022-04-27T17:50:09.000Z,1.513,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,292.0,1383.0,1616.0,0.9962121212121212,0.14868804664723034
137,2022-04-23 16:56:28.896,1,142,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,5,160,20220423_165629.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fcc57a806-6e6d-82db-b121-903f97d2dfde-20220423_165629.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=lTvUAnJ_KYydUyqMV3sI1w12IOE,cl2hvgruf06sy0z831xiqfgw3,1,0,0.0,False,2022-04-27T17:50:09.000Z,2022-04-27T17:50:21.000Z,1.203,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,267.0,1389.0,1638.0,0.9962121212121212,0.22157434402332365
138,2022-04-23 16:56:33.216,1,143,28,14,29,2,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.75,6,200,20220423_165633.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F1264da73-4660-f5ec-85c0-5f9ad97aa01f-20220423_165633.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=N3xNQR3UsHHK6G1ylQOiVR62WbE,cl2hvh0lw06u90z831y1v3qvx,1,0,0.0,False,2022-04-27T17:50:20.000Z,2022-04-27T17:50:42.000Z,0.606,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,247.0,1389.0,1661.0,0.9962121212121212,0.27988338192419826
139,2022-04-23 17:01:28.704,1,144,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,1,0,20220423_170129.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F9de27e49-f980-0655-66fa-6e9505705155-20220423_170129.jpg?Expires=1680482401227&KeyName=labelbox-assets-key-3&Signature=xQDEnJDK7YV78oqgLxLh-i860kg,cl2hvh9s306y110a318kvcf40,1,0,0.0,False,2022-04-27T17:50:41.000Z,2022-04-27T17:50:54.000Z,2.059,ryerrabelli@gmail.com,-1.0,-1.0,,253.0,361.0,1150.0,1646.0,0.0,0.0
140,2022-04-23 17:01:39.072,1,145,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,2,40,20220423_170139.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0871f352-2f71-d004-5fb1-16a6d555018c-20220423_170139.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=3yymIczv3ysGHOzsQWmve44ODQI,cl2hvhild07690z8ghe2yepia,1,0,0.0,False,2022-04-27T17:50:54.000Z,2022-04-27T17:51:08.000Z,3.319,ryerrabelli@gmail.com,-1.0,-1.0,,70.0,373.0,1241.0,1673.0,0.7233201581027668,-0.0332409972299168
141,2022-04-23 17:01:44.256,1,146,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,3,80,20220423_170144.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F21c4bf70-3f98-0754-3dac-cc7143758d7e-20220423_170144.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=TMH21_RyS1cksi2BNoPIk_OSFhI,cl2hvhyr407id0z9iblmha9op,1,0,0.0,False,2022-04-27T17:51:07.000Z,2022-04-27T17:51:53.000Z,4.145,ryerrabelli@gmail.com,-1.0,-1.0,,31.0,342.0,1261.0,1705.0,0.8774703557312253,0.052631578947368474
142,2022-04-23 17:01:48.576,1,147,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,4,120,20220423_170149.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0b82f837-7c26-44f2-5554-9f7f80d5955e-20220423_170149.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=JgiaRi0TZ5Xyp-E5BLPzzXIWlKo,cl2hvi8b807jo0z9i2s9n4tf5,1,0,0.0,False,2022-04-27T17:53:21.000Z,2022-04-27T17:53:36.000Z,4.228,ryerrabelli@gmail.com,-1.0,-1.0,,6.0,317.0,1275.0,1728.0,0.9762845849802372,0.12188365650969524
143,2022-04-23 17:01:53.760,1,148,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,5,160,20220423_170154.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F8bf55427-7163-81ed-29f5-e713c00c7f8c-20220423_170154.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=2i0wHjX5EzKGDgWZkt2RyGoG9oA,cl2hviitx07mn0z9ibzc804gt,1,0,0.0,False,2022-04-27T17:53:35.000Z,2022-04-27T17:53:46.000Z,0.256,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,297.0,1273.0,1755.0,0.9960474308300395,0.17728531855955676
144,2022-04-23 17:02:09.312,1,149,29,11,30,3,White,3,0,Unspecified,Trojan,Latex,Condom,Precut,,3.55,6,200,20220423_170209.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc604480e-fbd4-45e2-17e7-de39288d409d-20220423_170209.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=i8f3MdY0eygnFJbifrhnMa1yhiI,cl2hvldxh07r910a34hpx1ggf,1,0,0.0,False,2022-04-27T17:53:46.000Z,2022-04-27T17:54:15.000Z,2.467,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,267.0,1274.0,1779.0,0.9960474308300395,0.260387811634349
145,2022-04-23 17:05:06.432,1,150,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,1,0,20220423_170506.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F24864b2c-a889-795c-cfed-52b3badabbe0-20220423_170506.jpg?Expires=1680482401228&KeyName=labelbox-assets-key-3&Signature=RPHF689t7Ey47EAl3_M0TOHsTiQ,cl2hvlp5t08720z9i5l9z0tnf,1,0,0.0,False,2022-04-27T17:54:14.000Z,2022-04-27T17:54:29.000Z,3.486,ryerrabelli@gmail.com,-1.0,-1.0,,236.0,345.0,1192.0,1666.0,0.0,0.0
146,2022-04-23 17:05:10.752,1,151,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,2,40,20220423_170511.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6c222c6e-dd54-5f0f-3343-b3f0080ea801-20220423_170511.jpg?Expires=1680482401229&KeyName=labelbox-assets-key-3&Signature=64xmhCcTeGcXsAGpvfP_yZyNL8k,cl2hvlxmp0adh0z65hlu8h9yb,1,0,0.0,False,2022-04-27T17:54:28.000Z,2022-04-27T17:54:50.000Z,1.128,ryerrabelli@gmail.com,-1.0,-1.0,,90.0,355.0,1263.0,1690.0,0.6186440677966102,-0.02898550724637672
147,2022-04-23 17:05:15.936,1,152,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,3,80,20220423_170516.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F4ea2e361-abc5-6510-3aaa-6ffa5d073a07-20220423_170516.jpg?Expires=1680482401229&KeyName=labelbox-assets-key-3&Signature=pqXZiZWFCWIqGr3cWXlMHPIlrBE,cl2hvmj3l08js0z9ihrcz159f,1,0,0.0,False,2022-04-27T17:54:49.000Z,2022-04-27T17:55:00.000Z,4.685,ryerrabelli@gmail.com,-1.0,-1.0,,38.0,336.0,1285.0,1725.0,0.8389830508474576,0.02608695652173909
148,2022-04-23 17:05:20.256,1,153,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,4,120,20220423_170520.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F36d59a6e-01f7-477f-13a8-5fca6dbf1826-20220423_170520.jpg?Expires=1680482401229&KeyName=labelbox-assets-key-3&Signature=8DHMsqKgmKDORoc4S5o48iIjK3M,cl2hvmtqv082c0zaraluw5ud9,1,0,0.0,False,2022-04-27T17:54:59.000Z,2022-04-27T17:55:16.000Z,1.239,ryerrabelli@gmail.com,-1.0,-1.0,,22.0,301.0,1292.0,1747.0,0.9067796610169492,0.12753623188405794
149,2022-04-23 17:05:24.576,1,154,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,5,160,20220423_170525.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb5c5dfcf-4196-c6e6-7acd-8202c81f72ec-20220423_170525.jpg?Expires=1680482401229&KeyName=labelbox-assets-key-3&Signature=hoECU1RgVYZDAkYgCGicJs8Zm5c,cl2hvnaar0als0z651qp70sbv,1,0,0.0,False,2022-04-27T17:55:16.000Z,2022-04-27T17:55:37.000Z,4.867,ryerrabelli@gmail.com,-1.0,-1.0,,4.0,270.0,1300.0,1771.0,0.9830508474576272,0.21739130434782605
150,2022-04-23 17:05:29.760,1,155,30,12,31,3,White,3,0,Unspecified,Lifestyle,Latex,Condom,Precut,,3.65,6,200,20220423_170530.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F7cec1fe3-6a3f-0561-ae3e-cf48153222cf-20220423_170530.jpg?Expires=1680482401233&KeyName=labelbox-assets-key-3&Signature=-15Nr7r0xm0BKVET8Vqx3QisJgI,cl2hvni0c0any0z65e50k3lm3,1,0,0.0,False,2022-04-27T17:55:36.000Z,2022-04-27T17:55:49.000Z,1.316,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,257.0,1304.0,1788.0,0.9957627118644068,0.255072463768116
151,2022-04-23 17:08:50.208,1,156,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,1,0,20220423_170850.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa3aca846-182b-9ce3-2619-f277bd849f60-20220423_170850.jpg?Expires=1680482401233&KeyName=labelbox-assets-key-3&Signature=NTvBnmITAnzYUXjY1lzrrEIzYqw,cl2hvnv0g08ur0z9i8xj772s2,1,0,0.0,False,2022-04-27T17:55:48.000Z,2022-04-27T17:56:01.000Z,1.994,ryerrabelli@gmail.com,-1.0,-1.0,,240.0,355.0,1299.0,1662.0,0.0,0.0
152,2022-04-23 17:08:57.984,1,157,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,2,40,20220423_170858.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6665a7af-7cf8-8f45-5bd2-445d5622597a-20220423_170858.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=FfxITBFBFZ3q4wcp26ICbLGKZ7g,cl2hvoaky061a107h78au0gf8,1,0,0.0,False,2022-04-27T17:56:01.000Z,2022-04-27T17:56:15.000Z,3.244,ryerrabelli@gmail.com,-1.0,-1.0,,104.0,359.0,1367.0,1694.0,0.5666666666666667,-0.011267605633802802
153,2022-04-23 17:09:03.168,1,158,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,3,80,20220423_170903.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F36e496f2-17a5-7adc-6b41-858770af3bb6-20220423_170903.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=HKzZWsVNm2nF44L9B6ik2IpT8-8,cl2hvojjo08po108t4rlaf6ko,1,0,0.0,False,2022-04-27T17:56:14.000Z,2022-04-27T17:56:26.000Z,1.006,ryerrabelli@gmail.com,-1.0,-1.0,,54.0,333.0,1387.0,1721.0,0.775,0.06197183098591552
154,2022-04-23 17:09:05.760,1,159,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,4,120,20220423_170906.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F53f891dd-bc3b-6a7a-0b24-b9998e2fd6d7-20220423_170906.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=wSg3gT5BzX8V5hx3lyjZBhF7zKc,cl2hvot5s08ev0zar9xczh9tv,1,0,0.0,False,2022-04-27T17:56:25.000Z,2022-04-27T17:56:38.000Z,1.558,ryerrabelli@gmail.com,-1.0,-1.0,,29.0,311.0,1398.0,1745.0,0.8791666666666667,0.12394366197183093
155,2022-04-23 17:09:10.944,1,160,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,5,160,20220423_170911.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe8893546-525a-9db4-b33c-d1d5ae6d4e32-20220423_170911.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=1oVnyvrbOMoLjYZjZF4CIqubY_U,cl2hvp3mn093o0z9iahp95cet,1,0,0.0,False,2022-04-27T17:56:37.000Z,2022-04-27T17:57:03.000Z,0.078,ryerrabelli@gmail.com,-1.0,-1.0,,8.0,287.0,1411.0,1767.0,0.9666666666666667,0.19154929577464785
156,2022-04-23 17:09:16.128,1,161,31,13,32,3,White,3,0,Unspecified,Durex,Polyisoprene,Condom,Precut,,3.6,6,200,20220423_170916.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F1b2f7292-e9e5-2ef2-c773-77e6bbbebc46-20220423_170916.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=4cnmZBmCFumnoaTlY15ewE2f28o,cl2hvpcd3095v0z9igcqr1yxt,1,0,0.0,False,2022-04-27T17:57:10.000Z,2022-04-27T17:57:26.000Z,0.423,ryerrabelli@gmail.com,-1.0,-1.0,,1.0,271.0,1414.0,1786.0,0.9958333333333333,0.23661971830985917
157,2022-04-23 17:12:22.752,1,162,32,14,33,3,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.6,1,0,20220423_171223.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fe520c622-fb53-f0ca-5632-a6835da404b4-20220423_171223.jpg?Expires=1680482401234&KeyName=labelbox-assets-key-3&Signature=vSyeA93VmoqKiTqjbqi-dnemW1I,cl2hvplix0b3k0z65elmc8p8b,1,0,0.0,False,2022-04-27T17:57:26.000Z,2022-04-27T17:57:39.000Z,2.16,ryerrabelli@gmail.com,-1.0,-1.0,,256.0,326.0,1288.0,1682.0,0.0,0.0
158,2022-04-23 17:12:27.072,1,163,32,14,33,3,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.6,2,40,20220423_171227.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F94560e1c-45cd-1d2f-7547-b566e5705a52-20220423_171227.jpg?Expires=1680482401235&KeyName=labelbox-assets-key-3&Signature=Y_qjn47p-gNeMpfjpuXqBqE7JDQ,cl2hvqan008mz0z8g8z3cfk6l,1,0,0.0,False,2022-04-27T17:57:38.000Z,2022-04-27T17:57:57.000Z,3.185,ryerrabelli@gmail.com,-1.0,-1.0,,178.0,330.0,1312.0,1700.0,0.3046875,-0.012269938650306678
159,2022-04-23 17:12:32.256,1,164,32,14,33,3,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.6,3,80,20220423_171232.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F10a0b7bb-8dcf-0d57-b5e5-b2378978d1a0-20220423_171232.jpg?Expires=1680482401235&KeyName=labelbox-assets-key-3&Signature=AIGdOVFT90wt075nvsRJWsfv5bE,cl2hvqmsa08pm0z8g02h5gra1,1,0,0.0,False,2022-04-27T17:57:57.000Z,2022-04-27T17:58:15.000Z,2.585,ryerrabelli@gmail.com,-1.0,-1.0,,86.0,313.0,1370.0,1744.0,0.6640625,0.039877300613496924
160,2022-04-23 17:12:38.304,1,165,32,14,33,3,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.6,4,120,20220423_171238.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa650951d-77ab-a6e4-951e-acb0934c35db-20220423_171238.jpg?Expires=1680482401235&KeyName=labelbox-assets-key-3&Signature=bnAv-vxwYQ-8rxvsGPsb8cowEuY,cl2hvqwe409dr0z9i7wplag54,1,0,0.0,False,2022-04-27T17:58:14.000Z,2022-04-27T17:58:54.000Z,3.567,ryerrabelli@gmail.com,-1.0,-1.0,,42.0,291.0,1405.0,1769.0,0.8359375,0.1073619631901841
161,2022-04-23 17:12:42.624,1,166,32,14,33,3,White,3,0,Unspecified,Skyn,Polyisoprene,Condom,Precut,,3.6,5,160,20220423_171243.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F53063675-f44e-02f1-aa00-3083ebc3da3a-20220423_171243.jpg?Expires=1680482401235&KeyName=labelbox-assets-key-3&Signature=DFMx3PgsmgTTLK034YmCQ3QBXBM,cl2hvrant08rl0z8320xp6o36,1,0,0.0,False,2022-04-27T17:58:53.000Z,2022-04-27T17:59:19.000Z,4.687,ryerrabelli@gmail.com,-1.0,-1.0,,10.0,274.0,1430.0,1786.0,0.9609375,0.1595092024539877
